protocol, hwsrc, hwdst, ipsrc, ipdst, whois
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.85.101,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.85.101,
2048,a8:0c:0d:d4:fc:28,ff:ff:ff:ff:ff:ff,172.50.0.31,172.50.3.255,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.46,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.46,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.46,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.46,172.50.0.218,
2048,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.3.255,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.85.101,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.85.101,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
34525,38:2d:e8:c2:9e:f6,33:33:00:00:00:02,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,24:4b:03:d1:b0:8b,01:00:5e:00:00:07,172.50.0.180,224.0.0.7,
2054,68:76:4f:69:b6:6d,ff:ff:ff:ff:ff:ff,172.50.0.191,172.50.0.1,1
2048,a8:0c:0d:d4:f5:70,ff:ff:ff:ff:ff:ff,172.50.0.35,172.50.3.255,
2048,a8:0c:0d:d4:f5:68,ff:ff:ff:ff:ff:ff,172.50.0.25,172.50.3.255,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,a8:0c:0d:d4:89:20,ff:ff:ff:ff:ff:ff,172.50.0.33,172.50.3.255,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
-1,94:65:9c:ca:b1:5b,ff:ff:ff:ff:ff:ff,,,
-1,a8:0c:0d:d4:fc:00,01:80:c2:00:00:00,,,
2054,24:4b:03:cc:d9:11,ff:ff:ff:ff:ff:ff,172.50.3.243,172.50.0.1,1
34525,a8:a6:68:56:2c:8f,33:33:00:00:00:02,,,
2048,20:16:d8:72:69:41,ff:ff:ff:ff:ff:ff,172.50.3.173,172.50.3.255,
2048,fc:19:10:2a:10:08,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,
2048,08:00:27:2c:4d:4c,ff:ff:ff:ff:ff:ff,172.50.0.1,255.255.255.255,
2054,00:21:a0:d2:45:1c,ff:ff:ff:ff:ff:ff,172.50.0.16,172.50.0.16,2
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,a8:0c:0d:d4:fb:98,ff:ff:ff:ff:ff:ff,172.50.0.26,172.50.3.255,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.46,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.46,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2054,68:76:4f:69:b6:6d,ff:ff:ff:ff:ff:ff,172.50.0.191,172.50.0.1,1
2054,24:4b:03:d1:b0:8b,ff:ff:ff:ff:ff:ff,172.50.0.180,172.50.0.1,1
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
2048,94:65:9c:ca:b1:5b,01:00:5e:7f:ff:fa,169.254.98.84,239.255.255.250,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:02,,,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
2054,94:65:9c:ca:b1:5b,ff:ff:ff:ff:ff:ff,0.0.0.0,169.254.98.84,1
-1,00:24:c4:08:e3:af,01:00:0c:cc:cc:cd,,,
34525,94:65:9c:ca:b1:5b,33:33:ff:50:62:54,,,
34525,94:65:9c:ca:b1:5b,33:33:00:00:00:02,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
34525,18:89:5b:cf:72:4d,33:33:00:00:00:02,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
34525,94:65:9c:ca:b1:5b,33:33:00:00:00:16,,,
-1,5c:51:88:15:d3:7c,ff:ff:ff:ff:ff:ff,,,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,72.21.194.168,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,185.94.84.134,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,185.94.84.134,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,209.225.49.115,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:02,,,
2048,b8:38:61:2c:67:0c,ff:ff:ff:ff:ff:ff,172.50.0.18,172.50.3.255,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,72.21.194.168,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,209.225.49.115,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,08:00:27:2c:4d:4c,d0:a6:37:e4:d2:50,172.217.28.36,172.50.0.218,
2048,d0:a6:37:e4:d2:50,08:00:27:2c:4d:4c,172.50.0.218,172.217.28.36,
2048,00:21:a0:d2:48:22,ff:ff:ff:ff:ff:ff,172.50.0.6,255.255.255.255,
2054,94:65:9c:ca:b1:5b,ff:ff:ff:ff:ff:ff,0.0.0.0,169.254.98.84,1
34525,94:65:9c:ca:b1:5b,33:33:00:00:00:01,,,
34525,94:65:9c:ca:b1:5b,33:33:00:00:00:16,,,
34525,94:65:9c:ca:b1:5b,33:33:00:00:00:16,,,
34525,94:65:9c:ca:b1:5b,33:33:00:00:00:16,,,
34525,94:65:9c:ca:b1:5b,33:33:00:01:00:03,,,
2048,94:65:9c:ca:b1:5b,01:00:5e:00:00:fc,169.254.98.84,224.0.0.252,
34525,94:65:9c:ca:b1:5b,33:33:00:00:00:16,,,
2054,00:27:13:fa:51:ee,ff:ff:ff:ff:ff:ff,172.50.3.216,172.50.0.1,1
